繊	1-6-11
羨	2-3-10
腺	1-4-9
舛	1-3-4
船	1-6-5
薦	2-3-13
詮	1-7-6
賎	1-7-6
践	1-7-6
選	3-3-12
遷	3-3-12
銭	1-8-6
銑	1-8-6
閃	3-8-2
鮮	1-11-6
前	2-3-6
善	2-3-9
漸	1-3-11
然	2-8-4
全	2-2-4
禅	1-4-9
繕	1-6-12
膳	1-4-12
糎	1-6-9
噌	1-3-11
塑	2-10-3
岨	1-3-5
措	1-3-8
曾	2-2-10
曽	2-2-9
楚	2-8-5
狙	1-3-5
疏	1-5-7
疎	1-5-7
礎	1-5-13
祖	1-4-5
租	1-5-5
粗	1-6-5
素	2-4-6
組	1-6-5
蘇	2-3-16
訴	1-7-5
阻	1-3-5
遡	3-3-10
鼠	2-6-7
僧	1-2-11
創	1-10-2
双	1-2-2
叢	2-5-13
倉	2-2-8
喪	2-9-3
壮	1-3-3
奏	2-5-4
爽	4-11-4
宋	2-3-4
層	3-3-11
匝	3-2-3
惣	2-8-4
想	2-9-4
捜	1-3-7
掃	1-3-8
挿	1-3-7
掻	1-3-8
操	1-3-13
早	2-4-2
曹	2-7-4
巣	2-3-8
槍	1-4-10
槽	1-4-11
漕	1-3-11
燥	1-4-13
争	2-2-4
痩	3-5-10
相	1-4-5
窓	2-3-8
糟	1-6-11
総	1-6-8
綜	1-6-8
聡	1-6-8
草	2-3-6
荘	2-3-6
葬	2-3-9
蒼	2-3-10
藻	2-3-16
装	2-6-6
走	2-3-4
送	3-3-6
遭	3-3-11
鎗	1-8-10
霜	2-8-9
騒	1-10-8
像	1-2-12
増	1-3-11
憎	1-3-11
臓	1-4-15
蔵	2-3-12
贈	1-7-11
造	3-3-7
促	1-2-7
側	1-2-9
則	1-7-2
即	1-5-2
息	2-6-4
捉	1-3-7
束	4-7-3
測	1-3-9
足	2-3-4
速	3-3-7
俗	1-2-7
属	3-3-9
賊	1-7-6
族	1-4-7
続	1-6-7
卒	2-2-6
袖	1-5-5
其	2-6-2
揃	1-3-9
存	3-2-4
孫	1-3-7
尊	2-3-9
損	1-3-10
村	1-4-3
遜	3-3-10
他	1-2-3
多	2-3-3
太	2-3-1
汰	1-3-4
詑	1-7-5
唾	1-3-8
堕	2-9-3
妥	2-4-3
惰	1-3-9
打	1-3-2
柁	1-4-5
舵	1-6-5
楕	1-4-9
陀	1-3-5
駄	1-10-4
騨	1-10-9
体	1-2-5
堆	1-3-8
対	1-4-3
耐	1-6-3
岱	2-5-3
帯	2-5-5
待	1-3-6
怠	2-2-7
態	2-10-4
戴	3-5-12
替	2-8-4
泰	2-5-5
滞	1-3-10
胎	1-4-5
腿	1-4-9
苔	2-3-5
袋	2-5-6
貸	2-5-7
退	3-3-6
逮	3-3-8
隊	1-3-9
黛	2-5-11
鯛	1-11-8
代	1-2-3
台	2-2-3
大	4-3-4
第	2-6-5
醍	1-7-9
題	3-9-9
鷹	3-3-21
滝	1-3-10
瀧	1-3-16
卓	2-2-6
啄	1-3-7
宅	2-3-3
托	1-3-3
択	1-3-4
拓	1-3-5
沢	1-3-4
濯	1-3-14
琢	1-4-7
託	1-7-3
鐸	1-8-13
濁	1-3-13
諾	1-7-8
茸	2-3-6
凧	3-2-3
蛸	1-6-7
只	2-3-2
叩	1-3-2
但	1-2-5
達	3-3-9
辰	3-2-5
奪	2-3-11
脱	1-4-7
巽	2-6-6
竪	2-9-5
辿	3-3-3
棚	1-4-8
谷	2-2-5
狸	1-3-7
鱈	1-11-11
樽	1-4-12
誰	1-7-8
丹	4-4-1
単	2-3-6
嘆	1-3-10
坦	1-3-5
担	1-3-5
探	1-3-8
旦	2-4-1
歎	1-10-4
淡	1-3-8
湛	1-3-9
炭	2-3-6
短	1-5-7
端	1-5-9
箪	2-6-9
綻	1-6-8
耽	1-6-4
胆	1-4-5
蛋	2-5-6
誕	1-7-8
鍛	1-8-9
団	3-3-3
壇	1-3-13
弾	1-3-9
断	1-7-4
暖	1-4-9
檀	1-4-13
段	1-5-4
男	2-5-2
談	1-7-8
値	1-2-8
知	1-5-3
地	1-3-3
弛	1-3-3
恥	1-6-4
智	2-8-4
池	1-3-3
痴	3-5-8
稚	1-5-8
置	2-5-8
致	1-6-4
蜘	1-6-8
遅	3-3-9
馳	1-10-3
築	2-6-10
畜	2-2-8
竹	1-3-3
筑	2-6-6
蓄	2-3-10
逐	3-3-7
秩	1-5-5
窒	2-3-8
茶	2-3-6
嫡	1-3-11
着	3-7-5
中	4-4-3
仲	1-2-4
宙	2-3-5
忠	2-4-4
抽	1-3-5
昼	3-3-6
柱	1-4-5
注	1-3-5
虫	4-6-3
衷	2-5-4
註	1-7-5
酎	1-7-3
鋳	1-8-7
駐	1-10-5
樗	1-4-11
瀦	1-3-15
猪	1-3-8
苧	2-3-5
著	2-3-8
貯	1-7-5
丁	4-2-1
兆	1-3-3
凋	1-2-8
喋	1-3-9
寵	2-3-16
帖	1-3-5
帳	1-3-8
庁	3-3-2
弔	4-4-1
張	1-3-8
彫	1-8-3
徴	1-3-11
懲	2-14-4
挑	1-3-6
暢	1-5-9
朝	1-8-4
潮	1-3-12
牒	1-4-9
町	1-5-2
眺	1-5-6
聴	1-6-11
脹	1-4-8
腸	1-4-9
蝶	1-6-9
調	1-7-8
諜	1-7-9
超	3-7-5
跳	1-7-6
銚	1-8-6
長	2-5-3
頂	1-2-9
鳥	3-7-4
勅	1-7-2
捗	1-3-7
直	3-1-7
朕	1-4-6
沈	1-3-4
珍	1-4-5
賃	2-6-7
鎮	1-8-10
陳	1-3-8
津	1-3-6
墜	2-12-3
椎	1-4-8
槌	1-4-9
追	3-3-6
鎚	1-8-9
痛	3-5-7
通	3-3-7
塚	1-3-9
栂	1-4-5
掴	1-3-8
槻	1-4-11
佃	1-2-5
漬	1-3-11
柘	1-4-5
辻	3-3-2
蔦	2-3-11
綴	1-6-8
鍔	1-8-9
椿	1-4-9
潰	1-3-12
坪	1-3-5
壷	2-3-8
嬬	1-3-14
紬	1-6-5
爪	3-3-1
吊	2-3-3
釣	1-8-3
鶴	1-10-11
亭	2-2-7
低	1-2-5
停	1-2-9
偵	1-2-9
剃	1-7-2
貞	2-2-7
呈	2-3-4
堤	1-3-9
定	2-3-5
帝	2-2-7
底	3-3-5
庭	3-3-7
廷	3-3-4
弟	2-2-5
悌	1-3-7
抵	1-3-5
挺	1-3-7
提	1-3-9
梯	1-4-7
汀	1-3-2
碇	1-5-8
禎	1-4-9
程	1-5-7
締	1-6-9
艇	1-6-7
訂	1-7-2
諦	1-7-9
蹄	1-7-9
逓	3-3-7
邸	1-5-3
鄭	1-12-3
釘	1-8-2
鼎	4-13-1
泥	1-3-5
摘	1-3-11
擢	1-3-14
敵	1-11-4
滴	1-3-11
的	1-5-3
笛	2-6-5
適	3-3-11
鏑	1-8-11
溺	1-3-10
哲	2-7-3
徹	1-3-12
撤	1-3-12
轍	1-7-12
迭	3-3-5
鉄	1-8-5
典	2-6-2
填	1-3-10
天	4-4-1
展	3-3-7
店	3-3-5
添	1-3-8
纏	1-6-15
甜	1-6-5
貼	1-7-5
転	1-7-4
顛	1-10-9
点	2-2-7
伝	1-2-4
殿	1-9-4
澱	1-3-13
田	3-3-2
電	2-8-5
兎	4-8-4
吐	1-3-3
堵	1-3-8
塗	2-10-3
妬	1-3-5
屠	3-3-8
徒	1-3-7
斗	3-2-2
杜	1-4-3
渡	1-3-9
登	2-5-7
菟	2-3-8
賭	1-7-8
途	3-3-7
都	1-8-3
鍍	1-8-9
砥	1-5-5
砺	1-5-5
努	2-5-2
度	3-3-6
土	4-3-2
奴	1-3-2
怒	2-5-4
倒	1-2-8
党	2-5-5
冬	2-3-2
凍	1-2-8
刀	3-1-1
唐	3-3-7
塔	1-3-9
塘	1-3-10
套	2-3-7
宕	2-3-5
島	3-7-3
嶋	1-3-11
悼	1-3-8
投	1-3-4
搭	1-3-9
東	4-8-3
桃	1-4-6
梼	1-4-7
棟	1-4-8
盗	2-6-5
淘	1-3-8
湯	1-3-9
涛	1-3-7
灯	1-4-2
燈	1-4-12
当	2-3-3
痘	3-5-7
祷	1-4-7
等	2-6-6
答	2-6-6
筒	2-6-6
糖	1-6-10
統	1-6-6
到	1-6-2
董	2-3-9
蕩	2-3-12
藤	2-3-15
討	1-7-3
謄	1-4-13
豆	2-1-6
踏	1-7-8
逃	3-3-6
透	3-3-7
鐙	1-8-12
陶	1-3-8
頭	1-7-9
騰	1-4-16
闘	3-8-10
働	1-2-11
動	1-9-2
同	3-2-4
堂	2-5-6
導	2-12-3
憧	1-3-12
撞	1-3-12
洞	1-3-6
瞳	1-5-12
童	2-2-10
胴	1-4-6
萄	2-3-8
道	3-3-9
銅	1-8-6
峠	1-3-6
鴇	1-4-11
匿	3-2-8
得	1-3-8
徳	1-3-11
涜	1-3-7
特	1-4-6
督	2-8-5
禿	2-5-2
篤	2-6-10
毒	2-4-4
独	1-3-6
読	1-7-7
栃	1-4-5
橡	1-4-12
凸	4-5-1
突	2-3-5
椴	1-4-9
届	3-3-5
鳶	3-3-11
苫	2-3-5
寅	2-3-8
酉	4-7-1
瀞	1-3-14
噸	1-3-13
屯	4-4-3
惇	1-3-8
敦	1-8-4
沌	1-3-4
豚	1-4-7
遁	3-3-9
頓	1-4-9
呑	2-4-3
曇	2-4-12
鈍	1-8-4
奈	2-3-5
那	1-4-3
内	4-4-4
乍	4-5-3
凪	3-2-4
薙	2-3-13
謎	1-7-9
灘	1-3-18
捺	1-3-8
鍋	1-8-9
楢	1-4-9
馴	1-10-3
縄	1-6-9
畷	1-5-8
南	2-2-7
楠	1-4-9
軟	1-7-4
難	1-10-8
汝	1-3-3
二	2-1-1
尼	3-3-2
弐	3-4-2
迩	3-3-5
匂	3-2-2
賑	1-7-7
肉	3-4-2
虹	1-6-3
廿	4-4-2
日	3-3-1
乳	1-7-1
入	4-2-4
如	1-3-3
尿	3-3-4
韮	2-3-9
任	1-2-4
妊	1-3-4
忍	2-3-4
認	1-7-7
濡	1-3-14
禰	1-4-14
祢	1-4-5
寧	2-3-11
葱	2-3-9
猫	1-3-8
熱	2-11-4
年	2-2-4
念	2-2-6
捻	1-3-8
撚	1-3-12
燃	1-4-12
粘	1-6-5
乃	3-1-1
廼	3-3-6
之	4-3-4
埜	2-8-3
嚢	2-7-15
悩	1-3-7
濃	1-3-13
納	1-6-4
能	1-6-4
脳	1-4-7
膿	1-4-13
農	2-6-7
覗	1-5-7
蚤	2-4-6
巴	4-4-1
把	1-3-4
播	1-3-12
覇	2-6-13
杷	1-4-4
波	1-3-5
派	1-3-6
琶	2-8-4
破	1-5-5
婆	2-8-3
罵	2-5-10
芭	2-3-4
馬	3-6-4
俳	1-2-8
廃	3-3-9
拝	1-3-5
排	1-3-8
敗	1-7-4
杯	1-4-4
盃	2-4-5
牌	1-4-8
背	2-5-4
肺	1-4-5
輩	2-8-7
配	1-7-3
倍	1-2-8
培	1-3-8
媒	1-3-9
梅	1-4-6
楳	1-4-9
煤	1-4-9
狽	1-3-7
買	2-5-7
売	2-3-4
賠	1-7-8
陪	1-3-8
這	3-3-7
蝿	1-6-9
秤	1-5-5
矧	1-5-4
萩	2-3-9
伯	1-2-5
剥	1-8-2
博	1-2-10
拍	1-3-5
柏	1-4-5
泊	1-3-5
白	4-5-2
箔	2-6-8
粕	1-6-5
舶	1-6-5
薄	2-3-13
迫	3-3-5
曝	1-4-15
漠	1-3-10
爆	1-4-15
縛	1-6-10
莫	2-3-7
駁	1-10-4
麦	2-4-3
函	3-2-6
箱	2-6-9
硲	1-5-7
箸	2-6-9
肇	2-8-6
筈	2-6-6
櫨	1-4-16
幡	1-3-12
肌	1-4-2
畑	1-4-5
畠	2-5-5
八	1-1-1
鉢	1-8-5
溌	1-3-9
発	2-5-4
醗	1-7-9
髪	2-10-4
伐	1-2-4
罰	2-5-9
抜	1-3-4
筏	2-6-6
閥	3-8-6
鳩	1-2-11
噺	1-3-13
塙	1-3-10
蛤	1-6-6
隼	2-8-2
伴	1-2-5
判	1-5-2
半	4-5-3
反	3-2-2
叛	1-5-4
帆	1-3-3
搬	1-3-10
斑	1-4-8
板	1-4-4
氾	1-3-2
汎	1-3-3
版	1-4-4
犯	1-3-2
班	1-4-6
畔	1-5-5
繁	2-10-6
般	1-6-4
藩	2-3-15
販	1-7-4
範	2-6-9
釆	4-7-3
煩	1-4-9
頒	1-4-9
飯	1-8-4
挽	1-3-7
晩	1-4-8
番	2-7-5
盤	2-10-5
磐	2-10-5
蕃	2-3-12
蛮	2-2-10
匪	3-2-8
卑	2-6-3
否	2-4-3
妃	1-3-3
庇	3-3-4
彼	1-3-5
悲	2-8-4
扉	2-1-11
批	1-3-4
披	1-3-5
斐	2-8-4
比	1-2-2
泌	1-3-5
疲	3-5-5
皮	3-3-2
碑	1-5-9
秘	1-5-5
緋	1-6-8
罷	2-5-10
肥	1-4-4
被	1-5-5
誹	1-7-8
費	2-5-7
避	3-3-13
非	1-4-4
飛	4-9-1
樋	1-4-10
簸	2-6-13
備	1-2-10
尾	3-3-4
微	1-3-10
枇	1-4-4
毘	2-5-4
琵	2-8-4
眉	3-4-5
美	2-3-6
鼻	2-6-8
柊	1-4-5
稗	1-5-9
匹	3-2-2
疋	4-5-1
髭	2-10-6
彦	3-6-3
膝	1-4-11
菱	2-3-8
肘	1-4-3
弼	1-3-9
必	1-1-4
畢	2-5-6
筆	2-6-6
逼	3-3-9
桧	1-4-6
姫	1-3-7
媛	1-3-9
紐	1-6-4
百	2-2-4
謬	1-7-11
俵	1-2-8
彪	3-8-3
標	1-4-11
氷	1-2-3
漂	1-3-11
瓢	1-11-6
票	2-6-5
表	2-4-4
評	1-7-5
豹	1-7-3
廟	3-3-12
描	1-3-8
病	3-5-5
秒	1-5-4
苗	2-3-5
錨	1-8-8
鋲	1-8-7
蒜	2-3-10
蛭	1-6-6
鰭	1-11-10
品	2-3-6
彬	1-4-7
斌	1-4-8
浜	1-3-7
瀕	1-3-17
貧	2-2-9
賓	2-3-12
頻	1-8-9
敏	1-6-4
瓶	1-6-5
不	4-4-1
付	1-2-3
埠	1-3-8
夫	4-4-4
婦	1-3-8
富	2-3-9
冨	2-2-9
布	3-2-3
府	3-3-5
怖	1-3-5
扶	1-3-4
敷	1-11-4
斧	2-4-4
普	2-3-9
浮	1-3-7
父	2-2-2
符	2-6-5
腐	3-3-11
膚	3-4-11
芙	2-3-4
譜	1-7-12
負	2-2-7
賦	1-7-8
赴	3-7-2
阜	2-6-2
附	1-3-5
侮	1-2-6
撫	1-3-12
武	3-4-4
舞	2-2-13
葡	2-3-9
蕪	2-3-12
部	1-8-3
封	1-6-3
楓	1-4-9
風	3-2-7
葺	2-3-9
蕗	2-3-13
伏	1-2-4
副	1-9-2
復	1-3-9
幅	1-3-9
服	1-4-4
福	1-4-9
腹	1-4-9
複	1-5-9
覆	2-6-12
淵	1-3-9
弗	4-5-4
払	1-3-2
沸	1-3-5
仏	1-2-2
物	1-4-4
鮒	1-11-5
分	2-2-2
吻	1-3-4
噴	1-3-12
墳	1-3-12
憤	1-3-12
扮	1-3-4
焚	2-8-4
奮	2-3-13
粉	1-6-4
糞	2-6-11
紛	1-6-4
雰	2-8-4
文	2-2-2
聞	3-8-6
丙	4-5-1
併	1-2-6
兵	2-5-2
塀	1-3-9
幣	2-12-3
平	4-5-1
弊	2-12-3
柄	1-4-5
並	2-3-5
蔽	2-3-12
閉	3-8-3
陛	1-3-7
米	4-6-3
頁	2-2-7
僻	1-2-13
壁	2-13-3
癖	3-5-13
碧	2-9-5
別	1-5-2
瞥	2-12-5
蔑	2-3-11
箆	2-6-8
偏	1-2-9
変	2-2-7
片	4-4-4
篇	2-6-9
編	1-6-9
辺	3-3-2
返	3-3-4
遍	3-3-9
便	1-2-7
勉	3-8-2
娩	1-3-8
弁	2-2-3
鞭	1-9-9
保	1-2-7
舗	1-8-7
鋪	1-8-7
圃	3-3-7
捕	1-3-7
歩	2-4-4
甫	4-7-3
補	1-5-7
輔	1-7-7
穂	1-5-10
募	2-3-9
墓	2-3-10
慕	2-3-11
戊	4-5-4
暮	2-3-11
母	4-5-1
簿	2-6-13
菩	2-3-8
倣	1-2-8
俸	1-2-8
包	3-2-3
呆	2-3-4
報	1-8-4
奉	2-5-3
宝	2-3-5
峰	1-3-7
峯	2-3-7
崩	2-3-8
庖	3-3-5
抱	1-3-5
捧	1-3-8
放	1-4-4
方	2-2-2
朋	1-4-4
法	1-3-5
泡	1-3-5
烹	2-2-9
砲	1-5-5
縫	1-6-10
胞	1-4-5
芳	2-3-4
萌	2-3-8
蓬	2-3-10
蜂	1-6-7
褒	2-2-13
訪	1-7-4
豊	2-6-7
邦	1-4-3
鋒	1-8-7
飽	1-8-5
鳳	3-2-12
鵬	1-4-15
乏	2-1-3
亡	4-3-2
傍	1-2-10
剖	1-8-2
坊	1-3-4
妨	1-3-4
帽	1-3-9
忘	2-2-5
忙	1-3-3
房	2-1-7
暴	2-4-11
望	2-7-4
某	2-5-4
棒	1-4-8
冒	2-4-5
紡	1-6-4
肪	1-4-4
膨	1-4-12
謀	1-7-9
貌	1-7-7
貿	2-5-7
鉾	1-8-6
防	1-3-4
吠	1-3-4
頬	1-6-9
北	1-3-2
僕	1-2-12
卜	4-2-4
墨	2-7-7
撲	1-3-12
朴	1-4-2
牧	1-4-4
睦	1-5-8
穆	1-5-11
釦	1-8-3
勃	1-7-2
没	1-3-4
殆	1-4-5
堀	1-3-8
幌	1-3-10
奔	2-3-5
本	4-5-3
翻	1-12-6
凡	3-2-1
盆	2-2-7
摩	3-3-12
磨	3-3-13
魔	3-3-18
麻	3-3-8
埋	1-3-7
妹	1-3-5
昧	1-4-5
枚	1-4-4
毎	2-2-4
哩	1-3-7
槙	1-4-10
幕	2-3-10
膜	1-4-10
枕	1-4-4
鮪	1-11-6
柾	1-4-5
鱒	1-11-12
桝	1-4-7
亦	2-2-4
俣	1-2-7
又	4-2-1
抹	1-3-5
末	4-5-3
沫	1-3-5
迄	3-3-3
侭	1-2-6
繭	2-3-15
麿	3-3-15
万	3-2-1
慢	1-3-11
満	1-3-9
漫	1-3-11
蔓	2-3-11
味	1-3-5
未	4-5-3
魅	3-8-7
巳	4-3-1
箕	2-6-8
岬	1-3-5
密	2-3-8
蜜	2-3-11
湊	1-3-9
蓑	2-3-10
稔	1-5-8
脈	1-4-6
妙	1-3-4
粍	1-6-4
民	3-3-2
眠	1-5-5
務	1-5-6
夢	2-3-10
無	2-2-10
牟	2-2-4
矛	2-2-3
霧	2-8-11
鵡	1-8-11
椋	1-4-8
婿	1-3-9
娘	1-3-7
冥	2-2-8
名	2-3-3
命	2-2-6
明	1-4-4
盟	2-8-5
迷	3-3-6
銘	1-8-6
鳴	1-3-11
姪	1-3-6
牝	1-4-2
滅	1-3-10
免	2-2-6
棉	1-4-8
綿	1-6-8
緬	1-6-9
面	2-2-7
麺	3-7-9
摸	1-3-10
模	1-4-10
茂	2-3-5
妄	2-2-4
孟	2-3-5
毛	4-4-3
猛	1-3-8
盲	2-2-6
網	1-6-8
耗	1-6-4
蒙	2-3-10
儲	1-2-15
木	4-4-3
黙	2-11-4
目	3-3-2
杢	2-4-3
勿	3-2-2
餅	1-8-6
尤	3-3-1
戻	2-1-6
籾	1-6-3
貰	2-5-7
問	3-8-3
悶	3-8-4
紋	1-6-4
門	1-4-4
匁	4-4-4
也	4-3-2
冶	1-2-5
夜	2-2-6
爺	2-4-9
耶	1-6-3
野	1-7-4
弥	1-3-5
矢	2-2-3
厄	3-2-2
役	1-3-4
約	1-6-3
薬	2-3-13
訳	1-7-4
躍	1-7-14
靖	1-5-8
柳	1-4-5
薮	2-3-13
鑓	1-8-13
愉	1-3-9
愈	2-2-11
油	1-3-5
癒	3-5-13
諭	1-7-9
輸	1-7-9
唯	1-3-8
佑	1-2-5
優	1-2-15
勇	2-2-7
友	3-2-2
宥	2-3-6
幽	3-2-7
悠	2-7-4
憂	2-2-13
揖	1-3-9
有	3-2-4
柚	1-4-5
湧	1-3-9
涌	1-3-7
猶	1-3-9
猷	1-9-4
由	4-5-2
祐	1-4-5
裕	1-5-7
誘	1-7-7
遊	3-3-9
邑	2-3-4
郵	1-8-3
雄	1-4-8
融	1-10-6
夕	4-3-1
予	2-2-2
余	2-2-5
与	4-3-4
誉	2-4-9
輿	2-15-2
預	1-4-9
傭	1-2-11
幼	1-3-2
妖	1-3-4
容	2-3-7
庸	3-3-8
揚	1-3-9
揺	1-3-9
擁	1-3-13
曜	1-4-14
楊	1-4-9
様	1-4-10
洋	1-3-6
溶	1-3-10
熔	1-4-10
用	3-2-3
窯	2-3-12
羊	2-3-3
耀	1-6-14
葉	2-3-9
蓉	2-3-10
要	2-6-3
謡	1-7-9
踊	1-7-7
遥	3-3-9
陽	1-3-9
養	2-3-12
慾	2-11-4
抑	1-3-4
欲	1-7-4
沃	1-3-4
浴	1-3-7
翌	2-6-5
翼	2-6-11
淀	1-3-8
羅	2-5-14
螺	1-6-11
裸	1-5-8
来	4-7-3
莱	2-3-7
頼	1-7-9
雷	2-8-5
洛	1-3-6
絡	1-6-6
落	2-3-9
酪	1-7-6
乱	1-6-1
卵	1-4-3
嵐	2-3-9
欄	1-4-16
濫	1-3-15
藍	2-3-15
蘭	2-3-16
覧	2-10-7
利	1-5-2
吏	4-6-4
履	3-3-12
李	2-4-3
梨	2-7-4
理	1-4-7
璃	1-4-10
痢	3-5-7
裏	2-2-11
裡	1-5-7
里	4-7-1
離	1-10-8
陸	1-3-8
律	1-3-6
率	2-2-9
立	2-2-3
葎	2-3-9
掠	1-3-8
略	1-5-6
劉	1-13-2
流	1-3-7
溜	1-3-10
琉	1-4-7
留	2-5-5
硫	1-5-7
粒	1-6-5
隆	1-3-8
竜	2-2-8
龍	1-9-7
侶	1-2-7
慮	3-4-11
旅	1-4-6
虜	3-4-9
了	4-2-1
亮	2-2-7
僚	1-2-12
両	4-6-1
凌	1-2-8
寮	2-3-12
料	1-6-4
梁	2-7-4
涼	1-3-8
猟	1-3-8
療	3-5-12
瞭	1-5-12
稜	1-5-8
糧	1-6-12
良	4-7-4
諒	1-7-8
遼	3-3-12
量	2-4-8
陵	1-3-8
領	1-5-9
力	4-2-4
緑	1-6-8
倫	1-2-8
厘	3-2-7
林	1-4-4
淋	1-3-8
燐	1-4-13
琳	1-4-8
臨	1-7-11
輪	1-7-8
隣	1-3-13
鱗	1-11-13
麟	3-3-21
瑠	1-4-10
塁	2-5-7
涙	1-3-7
累	2-5-6
類	1-9-9
令	2-2-3
伶	1-2-5
例	1-2-6
冷	1-2-5
励	1-5-2
嶺	2-3-14
怜	1-3-5
玲	1-4-5
礼	1-4-1
苓	2-3-5
鈴	1-8-5
隷	1-8-8
零	2-8-5
霊	2-8-7
麗	2-2-17
齢	1-12-5
暦	3-2-12
歴	3-2-12
列	1-4-2
劣	2-4-2
烈	2-6-4
裂	2-6-6
廉	3-3-10
恋	2-2-8
憐	1-3-13
漣	1-3-10
煉	1-4-8
簾	2-6-13
練	1-6-8
聯	1-6-11
蓮	3-3-10
連	3-3-7
錬	1-8-8
呂	2-3-4
魯	2-2-13
櫓	1-4-15
炉	1-4-4
賂	1-7-6
路	1-7-6
露	2-8-13
労	2-5-2
婁	2-8-3
廊	3-3-9
弄	2-4-3
朗	1-6-4
楼	1-4-9
榔	1-4-9
浪	1-3-7
漏	1-3-11
牢	2-3-4
狼	1-3-7
篭	2-6-10
老	3-4-2
聾	2-16-6
蝋	1-6-8
郎	1-6-3
六	2-2-2
麓	2-8-11
禄	1-4-8
肋	1-4-2
録	1-8-8
論	1-7-8
倭	1-2-8
和	1-5-3
話	1-7-6
歪	2-4-5
賄	1-7-6
脇	1-4-6
惑	2-8-4
枠	1-4-4
鷲	2-12-11
亙	4-6-1
亘	2-1-5
鰐	1-11-9
詫	1-7-6
藁	2-3-14
蕨	2-3-12
椀	1-4-8
湾	1-3-9
碗	1-5-8
腕	1-4-8
弌	3-3-1
丐	4-4-1
丕	2-4-1
个	2-2-1
丱	1-2-3
丶	4-1-4
丼	4-5-4
丿	4-1-4
乂	4-2-4
乖	4-8-3
乘	4-10-3
亂	1-12-1
亅	4-1-4
豫	1-4-12
亊	4-7-3
舒	1-8-4
弍	3-3-2
于	4-3-1
亞	4-8-1
亟	2-7-1
亠	4-2-2
亢	2-2-2
亰	2-2-7
亳	2-2-8
亶	2-2-11
从	1-2-2
仍	1-2-2
仄	3-2-2
仆	1-2-2
仂	1-2-2
仗	1-2-3
仞	1-2-3
仭	1-2-3
仟	1-2-3
价	1-2-4
伉	1-2-4
佚	1-2-5
估	1-2-5
佛	1-2-5
佝	1-2-5
佗	1-2-5
佇	1-2-5
佶	1-2-6
侈	1-2-6
侏	1-2-6
侘	1-2-6
佻	1-2-6
佩	1-2-6
佰	1-2-6
侑	1-2-6
佯	1-2-6
來	4-8-3
侖	2-2-6
儘	1-2-14
俔	1-2-7
俟	1-2-7
俎	1-4-5
俘	1-2-7
俛	1-2-7
俑	1-2-7
俚	1-2-7
俐	1-2-7
俤	1-2-7
俥	1-2-7
倚	1-2-8
倨	1-2-8
倔	1-2-8
倪	1-2-8
倥	1-2-8
倅	1-2-8
伜	1-2-4
俶	1-2-8
倡	1-2-8
倩	1-2-8
倬	1-2-8
俾	1-2-8
俯	1-2-8
們	1-2-8
倆	1-2-8
偃	1-2-9
假	1-2-9
會	2-2-11
偕	1-2-9
偐	1-2-9
偈	1-2-9
做	1-2-9
偖	1-2-9
偬	1-2-9
偸	1-2-9
傀	1-2-10
傚	1-2-10
傅	1-2-10
傴	1-2-11
傲	1-2-11
僉	2-2-11
僊	1-2-11
傳	1-2-11
僂	1-2-11
僖	1-2-12
僞	1-2-12
僥	1-2-12
僭	1-2-14
僣	1-2-12
僮	1-2-12
價	1-2-13
僵	1-2-13
儉	1-2-13
儁	1-2-12
儂	1-2-13
儖	1-2-15
儕	1-2-14
儔	1-2-14
儚	1-2-13
儡	1-2-15
儺	1-2-19
儷	1-2-19
儼	1-2-20
儻	1-2-20
儿	1-1-1
兀	4-3-1
兒	2-6-2
兌	2-2-5
兔	2-2-6
兢	1-7-7
竸	1-11-11
兩	4-8-1
兪	2-2-7
兮	2-2-2
冀	2-5-11
冂	4-2-1
囘	3-2-3
册	4-5-1
冉	4-5-4
冏	3-2-5
冑	2-5-4
冓	2-5-5
冕	2-2-9
冖	4-2-1
冤	2-2-8
冦	2-2-8
冢	2-2-8
冩	2-2-12
冪	2-2-13
冫	2-1-1
决	1-2-4
冱	1-2-4
冲	1-2-4
冰	1-2-4
况	1-2-5
冽	1-2-6
凅	1-2-8
凉	1-2-8
凛	1-2-13
几	4-2-1
處	3-4-7
凩	3-2-4
凭	2-6-2
凰	3-2-9
凵	4-2-2
凾	3-2-7
刄	4-3-1
刋	1-3-2
刔	1-4-2
刎	1-4-2
刧	1-5-2
刪	1-5-2
刮	1-6-2
刳	1-6-2
刹	1-6-2
剏	1-6-3
剄	1-7-2
剋	3-7-2
剌	1-7-2
剞	1-8-2
剔	1-8-2
剪	2-3-8
剴	1-10-2
剩	1-10-2
剳	1-9-2
剿	1-11-2
剽	1-11-2
劍	1-13-2
劔	1-13-3
劒	1-13-3
剱	1-8-3
劈	2-13-2
劑	1-14-2
辨	1-7-9
辧	1-7-9
劬	1-5-2
劭	1-5-2
劼	1-6-2
劵	2-6-2
勁	1-7-2
勍	1-8-2
勗	2-4-7
勞	2-8-4
勣	1-11-2
勦	1-11-2
飭	1-9-4
勠	1-11-2
勳	1-14-2
勵	1-14-2
勸	1-17-2
勹	4-2-4
匆	3-2-3
匈	3-2-4
甸	3-2-5
匍	3-2-7
匐	3-2-9
匏	1-6-5
匕	3-1-1
匚	4-2-1
匣	3-2-5
匯	3-2-11
匱	3-2-12
匳	3-2-13
